Order_ID,Distribution_Center_ID,Customer_ZIP,Delivery_Type,Service_Type,Cost,Event_Type,Holiday_Flag,Carrier_Reliability_Score
ORD2873,DC2,91078,Air,Priority Overnight,243.35,Wedding,0,
ORD2874,DC5,85669,Ground,Priority Overnight,185.17,First Communion,1,
ORD2875,DC3,92541,Ground,Ground,186.64,Holiday,0,
ORD2876,DC4,45430,Ground,Ground,272.16,Graduation,0,
ORD2877,DC4,35053,Air,Priority Overnight,242.09,Retirement,0,
ORD2878,DC2,46175,Air,Ground,248.41,Holiday,1,
ORD2879,DC2,28804,Air,Standard Overnight,231.9,First Communion,0,
ORD2880,DC6,62967,Air,Standard Overnight,276.65,Birthday,1,
ORD2881,DC6,87147,Ground,Ground,230.11,Bridal Shower,1,
ORD2882,DC2,79202,Air,Ground,219.34,Bridal Shower,1,
ORD2883,DC3,43821,Ground,Priority Overnight,74.06,Gender Reveal,0,
ORD2884,DC4,77010,Air,Standard Overnight,183.37,Gender Reveal,0,
ORD2885,DC2,84830,Air,Priority Overnight,268.63,First Communion,1,
ORD2886,DC6,19856,Ground,Standard Overnight,206.6,First Communion,1,
ORD2887,DC2,69084,Air,Ground,94.07,First Communion,1,
ORD2888,DC6,90615,Ground,Ground,176.21,Graduation,0,
ORD2889,DC1,27190,Ground,Ground,246.19,Birthday,1,
ORD2890,DC6,58941,Air,Ground,225.72,Gender Reveal,1,
ORD2891,DC3,14907,Air,Priority Overnight,163.6,First Communion,0,
ORD2892,DC1,28878,Ground,Priority Overnight,22.16,Retirement,0,
ORD2893,DC3,50595,Ground,Standard Overnight,229.19,Birthday,1,
ORD2894,DC4,02017,Air,Standard Overnight,80.28,Wedding,1,
ORD2895,DC1,46815,Ground,Priority Overnight,226.69,Graduation,0,
ORD2896,DC6,00783,Air,Standard Overnight,289.01,Holiday,0,
ORD2897,DC5,66477,Air,Ground,257.58,Wedding,1,
ORD2898,DC3,63124,Ground,Ground,25.62,Birthday,0,
ORD2899,DC3,35710,Ground,Standard Overnight,119.93,Bridal Shower,0,
ORD2900,DC4,26982,Ground,Priority Overnight,256.43,Gender Reveal,0,
ORD2901,DC2,31664,Ground,Standard Overnight,143.49,Retirement,0,
ORD2902,DC2,94350,Air,Priority Overnight,112.07,Gender Reveal,1,
ORD2903,DC4,19586,Air,Standard Overnight,136.68,Retirement,1,
ORD2904,DC3,04360,Ground,Standard Overnight,100.88,Birthday,0,
ORD2905,DC6,17210,Ground,Standard Overnight,199.3,None,0,
ORD2906,DC1,13558,Ground,Priority Overnight,198.68,Retirement,0,
ORD2907,DC4,18948,Ground,Standard Overnight,95.49,Bridal Shower,0,
ORD2908,DC2,88059,Ground,Standard Overnight,283.21,Holiday,0,
ORD2909,DC6,71551,Air,Priority Overnight,19.8,Wedding,1,
ORD2910,DC5,14258,Ground,Priority Overnight,163.01,Birthday,1,
ORD2911,DC1,12982,Air,Standard Overnight,161.55,Gender Reveal,0,
ORD2912,DC1,36889,Ground,Ground,235.86,First Communion,0,
ORD2913,DC1,06716,Air,Ground,174.11,Bridal Shower,0,
ORD2914,DC2,27566,Air,Standard Overnight,148.1,First Communion,0,
ORD2915,DC4,23461,Air,Standard Overnight,130.41,Graduation,0,
ORD2916,DC5,58337,Air,Priority Overnight,82.5,First Communion,1,
ORD2917,DC6,53051,Ground,Ground,198.25,Holiday,0,
ORD2918,DC2,84352,Ground,Priority Overnight,61.34,Birthday,1,
ORD2919,DC2,49978,Air,Ground,170.03,Holiday,0,
ORD2920,DC6,29681,Ground,Ground,10.15,Birthday,0,
ORD2921,DC5,00719,Air,Standard Overnight,65.73,Bridal Shower,1,
ORD2922,DC5,92306,Air,Ground,107.64,Holiday,0,
ORD2923,DC1,17462,Ground,Standard Overnight,281.95,Bridal Shower,0,
ORD2924,DC2,02248,Ground,Priority Overnight,85.54,First Communion,1,
ORD2925,DC1,03242,Ground,Priority Overnight,149.17,Gender Reveal,1,
ORD2926,DC1,66865,Air,Standard Overnight,120.16,Wedding,1,
ORD2927,DC3,96256,Air,Standard Overnight,197.4,None,1,
ORD2928,DC5,92704,Ground,Standard Overnight,35.35,Wedding,0,
ORD2929,DC1,02185,Air,Ground,248.54,Graduation,1,
ORD2930,DC1,42290,Ground,Standard Overnight,11.19,Bridal Shower,0,
ORD2931,DC6,14983,Air,Standard Overnight,88.36,Gender Reveal,0,
ORD2932,DC2,52924,Ground,Standard Overnight,158.41,Holiday,1,
ORD2933,DC4,57573,Ground,Ground,62.57,Wedding,1,
ORD2934,DC3,28790,Air,Standard Overnight,83.49,None,1,
ORD2935,DC3,99399,Ground,Priority Overnight,163.96,None,0,
ORD2936,DC6,74195,Air,Standard Overnight,236.2,Birthday,1,
ORD2937,DC2,55293,Ground,Priority Overnight,286.27,None,0,
ORD2938,DC5,43122,Air,Ground,231.12,Graduation,0,
ORD2939,DC5,99200,Ground,Standard Overnight,167.9,First Communion,1,
ORD2940,DC3,07459,Air,Ground,227.8,Gender Reveal,1,
ORD2941,DC2,79748,Air,Standard Overnight,270.37,Graduation,0,
ORD2942,DC4,05064,Air,Priority Overnight,87.79,Gender Reveal,0,
ORD2943,DC1,53863,Air,Standard Overnight,289.85,Wedding,1,
ORD2944,DC1,51790,Air,Standard Overnight,262.15,Retirement,1,
ORD2945,DC1,49599,Air,Priority Overnight,290.69,Wedding,0,
ORD2946,DC6,47451,Ground,Priority Overnight,32.31,Gender Reveal,0,
ORD2947,DC6,85079,Ground,Ground,88.24,Wedding,0,
ORD2948,DC3,74400,Ground,Priority Overnight,22.21,None,0,
ORD2949,DC6,47690,Air,Standard Overnight,113.48,Gender Reveal,0,
ORD2950,DC5,92462,Ground,Priority Overnight,145.63,Wedding,1,
ORD2951,DC2,59526,Air,Ground,263.96,Bridal Shower,1,
ORD2952,DC3,58352,Ground,Priority Overnight,168.4,None,1,
ORD2953,DC2,17624,Ground,Standard Overnight,209.5,None,1,
ORD2954,DC4,20291,Ground,Priority Overnight,290.07,Wedding,0,
ORD2955,DC2,08922,Ground,Priority Overnight,292.72,Wedding,0,
ORD2956,DC4,04743,Ground,Priority Overnight,15.33,Gender Reveal,0,
ORD2957,DC2,69052,Ground,Standard Overnight,284.93,Retirement,0,
ORD2958,DC4,68983,Ground,Priority Overnight,141.96,Gender Reveal,1,
ORD2959,DC2,56550,Ground,Standard Overnight,244.31,Wedding,1,
ORD2960,DC3,68312,Air,Ground,132.74,Graduation,1,
ORD2961,DC1,18197,Air,Standard Overnight,184.18,None,0,
ORD2962,DC3,49878,Ground,Priority Overnight,288.63,Holiday,0,
ORD2963,DC3,64721,Air,Priority Overnight,197.03,Bridal Shower,1,
ORD2964,DC5,45058,Air,Ground,102.44,First Communion,0,
ORD2965,DC5,00718,Air,Priority Overnight,19.18,Retirement,1,
ORD2966,DC3,37948,Ground,Standard Overnight,94.82,None,1,
ORD2967,DC6,41242,Air,Ground,90.01,Retirement,0,
ORD2968,DC4,31906,Ground,Ground,232.8,Graduation,0,
ORD2969,DC2,55908,Ground,Priority Overnight,79.44,Graduation,0,
ORD2970,DC2,01667,Ground,Priority Overnight,279.21,None,1,
ORD2971,DC5,18897,Air,Ground,212.45,First Communion,1,
ORD2972,DC5,94446,Air,Standard Overnight,168.26,Gender Reveal,1,
ORD2973,DC2,09892,Air,Standard Overnight,114.43,Graduation,1,
ORD2974,DC4,20005,Air,Priority Overnight,15.9,Bridal Shower,0,
ORD2975,DC1,48604,Ground,Standard Overnight,286.51,Retirement,0,
ORD2976,DC5,54712,Ground,Ground,158.33,Holiday,0,
ORD2977,DC6,69359,Air,Ground,132.13,First Communion,1,
ORD2978,DC6,20366,Air,Priority Overnight,46.45,None,1,
ORD2979,DC3,11080,Ground,Priority Overnight,25.9,Wedding,1,
ORD2980,DC4,91835,Ground,Ground,290.41,None,1,
ORD2981,DC4,64847,Air,Standard Overnight,175.5,First Communion,1,
ORD2982,DC1,83382,Ground,Ground,122.03,First Communion,0,
ORD2983,DC1,80776,Ground,Ground,209.36,Gender Reveal,1,
ORD2984,DC3,03161,Air,Standard Overnight,19.22,Gender Reveal,0,
ORD2985,DC6,72274,Ground,Priority Overnight,107.01,Birthday,0,
ORD2986,DC1,75582,Air,Ground,113.64,Birthday,1,
ORD2987,DC6,33804,Ground,Standard Overnight,179.94,First Communion,1,
ORD2988,DC3,71777,Ground,Priority Overnight,196.62,First Communion,1,
ORD2989,DC2,64899,Ground,Standard Overnight,207.43,Holiday,0,
ORD2990,DC6,85627,Ground,Priority Overnight,51.57,Birthday,1,
ORD2991,DC2,22743,Air,Ground,88.63,Holiday,0,
ORD2992,DC1,65020,Air,Priority Overnight,75.09,None,1,
ORD2993,DC6,39961,Air,Ground,247.51,Retirement,1,
ORD2994,DC1,50835,Air,Ground,15.62,Holiday,1,
ORD2995,DC6,49733,Ground,Standard Overnight,28.84,Gender Reveal,1,
ORD2996,DC5,92572,Air,Ground,291.29,Holiday,0,
ORD2997,DC1,30758,Air,Standard Overnight,287.3,Holiday,1,
ORD2998,DC6,36065,Ground,Standard Overnight,64.13,None,0,
ORD2999,DC3,12325,Air,Standard Overnight,221.94,Wedding,1,
ORD3000,DC3,32110,Air,Ground,18.78,Wedding,1,
ORD3001,DC5,28979,Air,Priority Overnight,127.95,First Communion,0,
ORD3002,DC5,27515,Air,Ground,143.97,Gender Reveal,0,
ORD3003,DC1,47886,Air,Ground,156.14,Birthday,1,
ORD3004,DC2,42060,Air,Ground,113.09,First Communion,1,
ORD3005,DC1,74706,Air,Priority Overnight,297.36,First Communion,0,
ORD3006,DC1,51565,Ground,Ground,14.93,Gender Reveal,1,
ORD3007,DC1,35250,Air,Ground,169.28,First Communion,0,
ORD3008,DC6,77027,Ground,Ground,247.68,Wedding,0,
ORD3009,DC2,32224,Air,Ground,68.62,Wedding,1,
ORD3010,DC5,07323,Air,Priority Overnight,65.8,None,1,
ORD3011,DC2,89383,Ground,Ground,70.04,Retirement,0,
ORD3012,DC4,51599,Ground,Ground,207.08,Birthday,1,
ORD3013,DC6,74609,Air,Standard Overnight,257.29,Gender Reveal,1,
ORD3014,DC2,56105,Air,Ground,191.1,Wedding,0,
ORD3015,DC5,52735,Air,Ground,173.46,Gender Reveal,0,
ORD3016,DC5,48482,Air,Ground,155.06,Bridal Shower,1,
ORD3017,DC3,36120,Ground,Ground,247.16,Retirement,1,
ORD3018,DC5,88085,Ground,Standard Overnight,271.9,Gender Reveal,1,
ORD3019,DC1,26594,Ground,Standard Overnight,274.48,First Communion,0,
ORD3020,DC3,27986,Air,Standard Overnight,132.38,Bridal Shower,0,
ORD3021,DC4,60383,Ground,Priority Overnight,152.56,Retirement,0,
ORD3022,DC3,46796,Ground,Standard Overnight,234.87,Holiday,1,
ORD3023,DC3,00939,Ground,Priority Overnight,31.97,First Communion,0,
ORD3024,DC3,65114,Ground,Priority Overnight,92.95,Retirement,0,
ORD3025,DC4,69928,Ground,Standard Overnight,64.07,None,1,
ORD3026,DC3,05589,Air,Ground,238.61,Holiday,0,
ORD3027,DC1,30875,Air,Standard Overnight,97.43,Gender Reveal,0,
ORD3028,DC2,90496,Ground,Standard Overnight,63.93,Retirement,1,
ORD3029,DC4,55196,Air,Priority Overnight,138.28,None,0,
ORD3030,DC3,21070,Ground,Ground,203.2,Wedding,1,
ORD3031,DC5,85314,Ground,Ground,186.39,Graduation,1,
ORD3032,DC3,38634,Ground,Standard Overnight,48.16,Holiday,1,
ORD3033,DC2,74146,Air,Ground,120.38,Birthday,1,
ORD3034,DC4,03107,Ground,Ground,69.52,None,0,
ORD3035,DC5,67183,Ground,Standard Overnight,275.0,Birthday,1,
ORD3036,DC6,06529,Ground,Standard Overnight,182.91,Graduation,0,
ORD3037,DC3,45263,Ground,Standard Overnight,52.67,Gender Reveal,0,
ORD3038,DC1,43340,Ground,Standard Overnight,22.36,Holiday,1,
ORD3039,DC2,86097,Air,Standard Overnight,97.97,Birthday,0,
ORD3040,DC6,36094,Air,Ground,117.86,First Communion,1,
ORD3041,DC6,45523,Ground,Standard Overnight,49.12,None,0,
ORD3042,DC2,66325,Air,Priority Overnight,293.78,Gender Reveal,1,
ORD3043,DC5,88770,Ground,Priority Overnight,49.82,None,1,
ORD3044,DC6,59295,Ground,Priority Overnight,102.81,Wedding,1,
ORD3045,DC5,49223,Ground,Priority Overnight,121.29,Wedding,1,
ORD3046,DC1,00943,Ground,Ground,43.32,Gender Reveal,0,
ORD3047,DC1,96347,Air,Ground,141.64,Gender Reveal,1,
ORD3048,DC3,65313,Air,Standard Overnight,276.61,Birthday,0,
ORD3049,DC2,45463,Air,Standard Overnight,69.4,Holiday,1,
ORD3050,DC3,60054,Ground,Priority Overnight,38.49,Retirement,1,
ORD3051,DC3,18355,Air,Priority Overnight,126.38,Gender Reveal,1,
ORD3052,DC1,68215,Air,Ground,188.43,Graduation,0,
ORD3053,DC5,63151,Ground,Ground,215.9,First Communion,0,
ORD3054,DC4,16037,Air,Standard Overnight,114.89,Graduation,1,
ORD3055,DC6,16776,Ground,Ground,198.52,Retirement,0,
ORD3056,DC3,88509,Air,Ground,255.82,Wedding,0,
ORD3057,DC4,96796,Ground,Standard Overnight,114.13,None,1,
ORD3058,DC4,49693,Ground,Priority Overnight,224.85,Retirement,0,
ORD3059,DC2,54654,Ground,Ground,26.59,First Communion,1,
ORD3060,DC2,19738,Air,Ground,172.81,Birthday,0,
ORD3061,DC4,42661,Air,Standard Overnight,240.84,None,1,
ORD3062,DC5,03386,Ground,Priority Overnight,106.23,First Communion,1,
ORD3063,DC4,93739,Ground,Priority Overnight,168.07,Wedding,1,
ORD3064,DC2,24276,Air,Standard Overnight,263.05,Birthday,0,
ORD3065,DC5,90808,Ground,Standard Overnight,41.12,Retirement,0,
ORD3066,DC2,60970,Ground,Priority Overnight,34.93,Birthday,1,
ORD3067,DC1,34939,Ground,Ground,299.18,Gender Reveal,1,
ORD3068,DC3,65053,Air,Standard Overnight,180.68,Bridal Shower,1,
ORD3069,DC2,87444,Air,Standard Overnight,80.7,Holiday,0,
ORD3070,DC2,61844,Ground,Priority Overnight,120.64,Graduation,0,
ORD3071,DC2,10003,Ground,Standard Overnight,251.33,Gender Reveal,1,
ORD3072,DC4,16165,Ground,Standard Overnight,171.21,Gender Reveal,1,
ORD3073,DC5,02989,Air,Ground,110.84,Gender Reveal,1,
ORD3074,DC1,87002,Ground,Priority Overnight,63.01,First Communion,1,
ORD3075,DC3,07196,Air,Ground,250.98,Retirement,0,
ORD3076,DC1,23581,Air,Priority Overnight,116.15,Graduation,0,
ORD3077,DC5,03890,Air,Standard Overnight,11.4,Graduation,0,
ORD3078,DC6,21945,Ground,Standard Overnight,101.8,Birthday,0,
ORD3079,DC1,22158,Ground,Priority Overnight,258.6,Graduation,0,
ORD3080,DC3,48352,Ground,Ground,238.28,Bridal Shower,1,
ORD3081,DC3,10802,Air,Standard Overnight,241.13,Bridal Shower,1,
ORD3082,DC1,90355,Air,Ground,234.47,First Communion,0,
ORD3083,DC2,07821,Air,Ground,236.85,Gender Reveal,1,
ORD3084,DC2,72187,Air,Priority Overnight,161.85,Bridal Shower,0,
ORD3085,DC5,85631,Ground,Priority Overnight,220.22,Birthday,0,
ORD3086,DC5,80386,Air,Standard Overnight,107.17,Graduation,1,
ORD3087,DC1,89314,Air,Ground,31.84,Retirement,0,
ORD3088,DC5,00817,Air,Standard Overnight,291.06,First Communion,1,
ORD3089,DC2,64186,Air,Standard Overnight,20.23,Graduation,1,
ORD3090,DC3,51477,Ground,Standard Overnight,111.58,Holiday,0,
ORD3091,DC6,35448,Air,Standard Overnight,137.66,Holiday,1,
ORD3092,DC3,31822,Ground,Priority Overnight,265.19,Gender Reveal,0,
ORD3093,DC2,24570,Air,Ground,272.14,Graduation,0,
ORD3094,DC2,68972,Air,Priority Overnight,243.78,Retirement,0,
ORD3095,DC5,77779,Ground,Priority Overnight,265.55,Gender Reveal,1,
ORD3096,DC1,64145,Ground,Standard Overnight,204.04,Graduation,1,
ORD3097,DC5,83357,Ground,Standard Overnight,56.58,Holiday,1,
ORD3098,DC1,59447,Ground,Ground,119.63,Graduation,1,
ORD3099,DC1,68393,Air,Ground,166.36,Gender Reveal,0,
ORD3100,DC6,36441,Air,Priority Overnight,140.58,First Communion,1,
ORD3101,DC4,16662,Ground,Ground,188.61,Gender Reveal,1,
ORD3102,DC5,42892,Air,Standard Overnight,105.5,Graduation,0,
ORD3103,DC1,09245,Ground,Priority Overnight,267.82,Bridal Shower,0,
ORD3104,DC4,76520,Air,Standard Overnight,171.95,First Communion,1,
ORD3105,DC4,35090,Air,Standard Overnight,207.49,Bridal Shower,0,
ORD3106,DC6,68064,Air,Standard Overnight,35.37,Graduation,0,
ORD3107,DC2,59394,Ground,Priority Overnight,96.74,Holiday,0,
ORD3108,DC2,62600,Air,Priority Overnight,289.53,Graduation,0,
ORD3109,DC1,69055,Air,Ground,165.89,None,1,
ORD3110,DC5,39527,Air,Ground,294.32,Birthday,1,
ORD3111,DC3,42582,Air,Standard Overnight,80.42,First Communion,1,
ORD3112,DC2,93290,Air,Priority Overnight,115.85,Holiday,0,
ORD3113,DC4,50079,Ground,Priority Overnight,14.79,None,1,
ORD3114,DC3,65761,Air,Standard Overnight,263.54,Birthday,0,
ORD3115,DC2,17331,Ground,Standard Overnight,252.91,Birthday,0,
ORD3116,DC4,33494,Ground,Standard Overnight,170.21,None,0,
ORD3117,DC4,55320,Ground,Priority Overnight,231.0,Retirement,0,
ORD3118,DC5,28454,Ground,Ground,239.65,First Communion,0,
ORD3119,DC1,38412,Ground,Priority Overnight,290.13,Bridal Shower,1,
ORD3120,DC2,60893,Air,Standard Overnight,77.34,Retirement,0,
ORD3121,DC2,29862,Ground,Priority Overnight,143.38,None,1,
ORD3122,DC2,75675,Ground,Ground,249.74,Holiday,1,
ORD3123,DC3,97678,Ground,Standard Overnight,105.07,None,0,
ORD3124,DC2,81767,Air,Standard Overnight,291.97,Wedding,0,
ORD3125,DC3,16657,Air,Priority Overnight,206.85,Bridal Shower,1,
ORD3126,DC6,26308,Ground,Standard Overnight,208.9,Holiday,1,
ORD3127,DC3,69865,Ground,Priority Overnight,55.41,Bridal Shower,0,
ORD3128,DC4,51908,Air,Priority Overnight,279.44,Graduation,0,
ORD3129,DC3,45169,Air,Priority Overnight,185.66,Retirement,0,
ORD3130,DC2,44921,Ground,Ground,136.02,First Communion,1,
ORD3131,DC3,53403,Air,Standard Overnight,110.64,Gender Reveal,0,
ORD3132,DC3,29135,Ground,Standard Overnight,47.79,Gender Reveal,0,
ORD3133,DC3,97297,Air,Ground,129.03,Holiday,1,
ORD3134,DC5,54309,Ground,Priority Overnight,136.08,Birthday,0,
ORD3135,DC6,73160,Air,Priority Overnight,194.42,Bridal Shower,0,
ORD3136,DC4,02179,Ground,Standard Overnight,57.14,Holiday,1,
ORD3137,DC5,73261,Air,Standard Overnight,176.29,None,0,
ORD3138,DC5,24273,Air,Standard Overnight,129.28,Holiday,1,
ORD3139,DC5,53358,Air,Standard Overnight,223.35,Graduation,1,
ORD3140,DC3,50219,Air,Ground,92.72,Holiday,0,
ORD3141,DC4,98394,Air,Standard Overnight,141.83,Holiday,1,
ORD3142,DC6,89148,Air,Ground,209.44,Gender Reveal,0,
ORD3143,DC3,22586,Air,Priority Overnight,20.9,Gender Reveal,1,
ORD3144,DC6,53143,Ground,Ground,226.34,Holiday,0,
ORD3145,DC1,01706,Ground,Standard Overnight,91.65,Holiday,1,
ORD3146,DC5,34965,Ground,Standard Overnight,125.74,Holiday,1,
ORD3147,DC5,41748,Ground,Priority Overnight,218.84,Gender Reveal,1,
ORD3148,DC5,48713,Air,Ground,270.89,Graduation,1,
ORD3149,DC2,19862,Ground,Standard Overnight,54.92,None,0,
ORD3150,DC4,65520,Ground,Standard Overnight,297.3,First Communion,1,
ORD3151,DC6,23353,Ground,Standard Overnight,76.23,Holiday,1,
ORD3152,DC3,46222,Ground,Priority Overnight,85.75,Bridal Shower,1,
ORD3153,DC2,85949,Air,Ground,81.04,Holiday,0,
ORD3154,DC1,73553,Ground,Ground,154.15,Graduation,0,
ORD3155,DC4,37781,Air,Ground,67.04,Holiday,1,
ORD3156,DC2,79873,Air,Ground,23.26,Gender Reveal,0,
ORD3157,DC6,99060,Ground,Standard Overnight,180.82,None,1,
ORD3158,DC5,31904,Ground,Priority Overnight,210.4,First Communion,0,
ORD3159,DC5,87543,Ground,Standard Overnight,216.9,Bridal Shower,0,
ORD3160,DC4,37624,Ground,Standard Overnight,91.55,None,1,
ORD3161,DC4,46989,Ground,Ground,132.41,Wedding,0,
ORD3162,DC6,24863,Air,Standard Overnight,270.3,First Communion,0,
ORD3163,DC3,04222,Air,Standard Overnight,17.27,Holiday,1,
ORD3164,DC5,01211,Ground,Ground,168.14,Retirement,0,
ORD3165,DC2,50535,Air,Priority Overnight,44.61,Wedding,1,
ORD3166,DC3,12495,Air,Priority Overnight,69.81,Graduation,0,
ORD3167,DC1,31961,Air,Standard Overnight,13.14,Graduation,0,
ORD3168,DC2,98275,Air,Ground,83.05,Graduation,1,
ORD3169,DC3,14361,Air,Standard Overnight,232.11,Holiday,0,
ORD3170,DC4,71244,Air,Ground,292.89,None,1,
ORD3171,DC2,13941,Air,Standard Overnight,39.08,Holiday,1,
ORD3172,DC6,99562,Ground,Ground,204.31,Retirement,0,
ORD3173,DC1,71877,Ground,Priority Overnight,217.51,Graduation,1,
ORD3174,DC2,34691,Air,Priority Overnight,199.64,None,1,
ORD3175,DC5,98913,Air,Priority Overnight,269.56,Birthday,0,
ORD3176,DC1,97598,Air,Standard Overnight,241.29,Bridal Shower,0,
ORD3177,DC4,86205,Air,Priority Overnight,253.04,Birthday,1,
ORD3178,DC3,74654,Air,Ground,196.38,First Communion,0,
ORD3179,DC3,84349,Air,Priority Overnight,74.6,Gender Reveal,1,
ORD3180,DC6,42927,Air,Ground,148.96,Holiday,0,
ORD3181,DC6,69654,Air,Standard Overnight,106.65,Bridal Shower,1,
ORD3182,DC5,74663,Air,Standard Overnight,142.55,Graduation,0,
ORD3183,DC3,33388,Ground,Priority Overnight,135.29,Birthday,0,
ORD3184,DC5,75590,Ground,Ground,271.94,Wedding,0,
ORD3185,DC6,51014,Air,Standard Overnight,143.15,Bridal Shower,1,
ORD3186,DC5,48888,Air,Ground,78.07,Graduation,1,
ORD3187,DC1,89178,Ground,Priority Overnight,250.04,Graduation,0,
ORD3188,DC2,30722,Air,Ground,13.37,Bridal Shower,0,
ORD3189,DC5,47662,Ground,Priority Overnight,87.9,Retirement,0,
ORD3190,DC3,79992,Air,Priority Overnight,272.34,First Communion,1,
ORD3191,DC3,01150,Ground,Priority Overnight,211.34,Graduation,1,
ORD3192,DC3,29176,Air,Priority Overnight,64.08,Gender Reveal,1,
ORD3193,DC6,87983,Ground,Standard Overnight,254.26,Birthday,0,
ORD3194,DC1,15046,Air,Ground,25.93,Gender Reveal,1,
ORD3195,DC5,87416,Air,Ground,211.19,First Communion,0,
ORD3196,DC2,99491,Ground,Standard Overnight,234.53,Wedding,0,
ORD3197,DC3,50977,Air,Priority Overnight,104.34,Holiday,1,
ORD3198,DC6,01627,Air,Standard Overnight,92.77,First Communion,1,
ORD3199,DC6,73472,Ground,Standard Overnight,41.16,Wedding,0,
ORD3200,DC5,35463,Ground,Ground,22.55,Birthday,0,
ORD3201,DC6,99301,Air,Standard Overnight,212.04,Birthday,0,
ORD3202,DC5,42740,Ground,Standard Overnight,211.08,Gender Reveal,1,
ORD3203,DC2,72940,Ground,Priority Overnight,127.97,None,0,
ORD3204,DC3,26434,Air,Ground,262.57,Graduation,0,
ORD3205,DC2,59959,Ground,Standard Overnight,286.01,Wedding,0,
ORD3206,DC6,82034,Air,Priority Overnight,128.61,Birthday,0,
ORD3207,DC4,68045,Ground,Priority Overnight,225.68,Bridal Shower,1,
ORD3208,DC6,09541,Air,Priority Overnight,74.12,Bridal Shower,1,
ORD3209,DC1,60885,Air,Ground,293.98,Holiday,1,
ORD3210,DC3,10709,Ground,Ground,141.76,Wedding,1,
ORD3211,DC4,99633,Air,Ground,69.49,Wedding,0,
ORD3212,DC6,49225,Air,Priority Overnight,269.68,None,1,
ORD3213,DC3,84299,Ground,Standard Overnight,133.1,Bridal Shower,0,
ORD3214,DC3,27877,Ground,Standard Overnight,123.75,Retirement,0,
ORD3215,DC1,23942,Air,Ground,290.7,Graduation,0,
ORD3216,DC2,27074,Ground,Ground,178.35,Graduation,0,
ORD3217,DC3,65840,Air,Ground,71.99,Birthday,1,
ORD3218,DC5,86954,Ground,Standard Overnight,44.29,Wedding,1,
ORD3219,DC5,79129,Ground,Priority Overnight,246.65,Bridal Shower,0,
ORD3220,DC5,46048,Ground,Priority Overnight,72.5,Bridal Shower,1,
ORD3221,DC4,86680,Air,Standard Overnight,70.53,Graduation,1,
ORD3222,DC3,18385,Air,Priority Overnight,238.49,Graduation,0,
ORD3223,DC2,98806,Ground,Ground,270.95,Wedding,1,
ORD3224,DC4,58795,Air,Ground,297.94,Gender Reveal,0,
ORD3225,DC3,70980,Air,Priority Overnight,204.67,Birthday,1,
ORD3226,DC4,95676,Ground,Priority Overnight,110.24,Gender Reveal,1,
ORD3227,DC4,56230,Air,Standard Overnight,164.43,Wedding,1,
ORD3228,DC5,31159,Air,Standard Overnight,168.82,Birthday,0,
ORD3229,DC3,14219,Air,Priority Overnight,265.69,Holiday,0,
ORD3230,DC4,12276,Air,Priority Overnight,13.22,Wedding,1,
ORD3231,DC2,87055,Ground,Priority Overnight,230.16,Birthday,0,
ORD3232,DC1,12603,Air,Priority Overnight,45.6,Wedding,0,
ORD3233,DC6,73597,Ground,Priority Overnight,134.63,None,1,
ORD3234,DC5,75073,Air,Standard Overnight,266.1,First Communion,1,
ORD3235,DC5,45662,Ground,Priority Overnight,201.07,Retirement,1,
ORD3236,DC2,32900,Air,Priority Overnight,174.96,Gender Reveal,0,
ORD3237,DC2,80492,Air,Ground,34.95,Bridal Shower,1,
ORD3238,DC4,23477,Ground,Priority Overnight,294.14,Graduation,1,
ORD3239,DC4,52577,Air,Ground,209.56,Bridal Shower,0,
ORD3240,DC5,63274,Air,Priority Overnight,260.89,Gender Reveal,1,
ORD3241,DC1,40010,Ground,Ground,177.23,None,1,
ORD3242,DC6,55775,Air,Priority Overnight,246.41,Bridal Shower,1,
ORD3243,DC4,24832,Ground,Ground,147.39,First Communion,0,
ORD3244,DC2,71636,Air,Standard Overnight,244.56,Holiday,0,
ORD3245,DC6,15859,Air,Standard Overnight,23.04,Retirement,1,
ORD3246,DC4,44813,Ground,Priority Overnight,56.22,None,1,
ORD3247,DC5,86691,Air,Ground,113.99,Wedding,0,
ORD3248,DC3,52457,Ground,Standard Overnight,193.63,Bridal Shower,0,
ORD3249,DC6,72967,Ground,Priority Overnight,107.85,First Communion,1,
ORD3250,DC5,02167,Air,Priority Overnight,146.5,Graduation,1,
ORD3251,DC4,22837,Air,Priority Overnight,67.56,Graduation,0,
ORD3252,DC6,63433,Air,Priority Overnight,119.47,Wedding,0,
ORD3253,DC5,09087,Air,Standard Overnight,109.21,Graduation,1,
ORD3254,DC1,73819,Air,Priority Overnight,268.78,Holiday,0,
ORD3255,DC2,15117,Ground,Standard Overnight,280.68,Bridal Shower,1,
ORD3256,DC1,11697,Air,Priority Overnight,41.33,Holiday,1,
ORD3257,DC1,71193,Ground,Priority Overnight,138.62,None,1,
ORD3258,DC5,52653,Air,Ground,22.07,Holiday,1,
ORD3259,DC4,78156,Air,Ground,277.36,Graduation,1,
ORD3260,DC6,58585,Ground,Standard Overnight,39.35,Bridal Shower,0,
ORD3261,DC4,32050,Air,Priority Overnight,207.31,None,0,
ORD3262,DC1,20286,Air,Ground,274.77,Birthday,0,
