Transaction_ID,Order_ID,Carrier_ID,Route_ID,Shipping_Cost,Transaction_Date,Scheduled_Delivery_Date,Actual_Delivery_Date,Shipping_Date
TXN2001,ORD5708,C5,R10,10.78,2024-03-08,2024-03-09,2024-03-09,2024-03-06
TXN2002,ORD0750,C6,R20,231.72,2024-08-06,2024-08-07,2024-08-07,2024-08-04
TXN2003,ORD0337,C5,R221,24.0,2024-01-22,2024-01-26,2024-01-26,2024-01-23
TXN2004,ORD4487,C3,R30,184.22,2024-01-07,2024-01-11,2024-01-11,2024-01-10
TXN2005,ORD3715,C5,R152,57.81,2024-07-06,2024-07-09,2024-07-09,2024-07-07
TXN2006,ORD4615,C2,R115,180.84,2024-02-24,2024-02-26,2024-02-26,2024-02-24
TXN2007,ORD6013,C5,R204,211.82,2024-01-16,2024-01-18,2024-01-18,2024-01-15
TXN2008,ORD4095,C2,R249,167.19,2024-07-01,2024-07-02,2024-07-02,2024-06-29
TXN2009,ORD0058,C5,R27,135.78,2024-11-17,2024-11-22,2024-11-22,2024-11-19
TXN2010,ORD4423,C5,R90,153.24,2024-10-09,2024-10-13,2024-10-13,2024-10-10
TXN2011,ORD0265,C4,R213,23.83,2024-04-09,2024-04-10,2024-04-10,2024-04-09
TXN2012,ORD8409,C5,R134,242.4,2024-03-25,2024-03-28,2024-03-28,2024-03-25
TXN2013,ORD5069,C2,R227,100.49,2024-01-14,2024-01-15,2024-01-15,2024-01-14
TXN2014,ORD4784,C5,R115,125.02,2024-03-22,2024-03-25,2024-03-25,2024-03-23
TXN2015,ORD4849,C3,R160,175.43,2024-07-06,2024-07-09,2024-07-09,2024-07-08
TXN2016,ORD8784,C4,R92,140.52,2024-07-11,2024-07-14,2024-07-14,2024-07-13
TXN2017,ORD2206,C3,R3,256.86,2024-10-28,2024-10-29,2024-10-29,2024-10-26
TXN2018,ORD1805,C3,R129,213.78,2024-11-01,2024-11-03,2024-11-03,2024-11-02
TXN2019,ORD6226,C1,R256,23.8,2024-05-07,2024-05-09,2024-05-09,2024-05-07
TXN2020,ORD4727,C5,R12,223.6,2024-10-21,2024-10-24,2024-10-24,2024-10-23
TXN2021,ORD5666,C6,R290,63.74,2024-09-26,2024-09-30,2024-09-30,2024-09-27
TXN2022,ORD5050,C2,R43,12.62,2024-10-14,2024-10-15,2024-10-15,2024-10-14
TXN2023,ORD9676,C4,R70,103.43,2024-10-30,2024-11-03,2024-11-03,2024-10-31
TXN2024,ORD2916,C4,R115,236.74,2024-11-09,2024-11-14,2024-11-14,2024-11-12
TXN2025,ORD3316,C3,R125,228.15,2024-01-24,2024-01-28,2024-01-28,2024-01-27
TXN2026,ORD2253,C3,R131,65.08,2024-01-04,2024-01-07,2024-01-07,2024-01-06
TXN2027,ORD5317,C5,R206,221.64,2024-01-17,2024-01-20,2024-01-20,2024-01-18
TXN2028,ORD8193,C4,R277,239.17,2024-11-10,2024-11-15,2024-11-15,2024-11-12
TXN2029,ORD9329,C2,R294,97.78,2024-01-22,2024-01-24,2024-01-24,2024-01-21
TXN2030,ORD1945,C5,R286,162.41,2024-06-23,2024-06-28,2024-06-28,2024-06-26
TXN2031,ORD7513,C2,R54,235.0,2024-11-11,2024-11-14,2024-11-14,2024-11-13
TXN2032,ORD5149,C5,R84,238.88,2024-08-18,2024-08-20,2024-08-20,2024-08-19
TXN2033,ORD2655,C3,R44,15.15,2024-03-14,2024-03-17,2024-03-17,2024-03-15
TXN2034,ORD7757,C4,R126,268.19,2024-01-24,2024-01-28,2024-01-28,2024-01-27
TXN2035,ORD2385,C3,R149,156.55,2024-04-15,2024-04-19,2024-04-19,2024-04-18
TXN2036,ORD5861,C1,R29,139.49,2024-05-15,2024-05-16,2024-05-16,2024-05-13
TXN2037,ORD3903,C2,R33,123.51,2024-09-19,2024-09-20,2024-09-20,2024-09-17
TXN2038,ORD8252,C1,R110,226.1,2024-09-19,2024-09-23,2024-09-23,2024-09-22
TXN2039,ORD4106,C3,R275,64.24,2024-09-20,2024-09-22,2024-09-22,2024-09-20
TXN2040,ORD7563,C4,R233,138.73,2024-02-28,2024-03-02,2024-03-02,2024-03-01
TXN2041,ORD8268,C4,R184,47.93,2024-07-13,2024-07-18,2024-07-18,2024-07-15
TXN2042,ORD5397,C6,R215,118.15,2024-08-21,2024-08-24,2024-08-24,2024-08-21
TXN2043,ORD1423,C1,R77,284.77,2024-10-06,2024-10-10,2024-10-10,2024-10-08
TXN2044,ORD2136,C2,R62,82.05,2024-09-17,2024-09-21,2024-09-21,2024-09-18
TXN2045,ORD8896,C2,R167,294.47,2024-03-04,2024-03-09,2024-03-09,2024-03-06
TXN2046,ORD6053,C6,R77,105.76,2024-02-22,2024-02-25,2024-02-25,2024-02-24
TXN2047,ORD2100,C2,R100,171.56,2024-06-26,2024-07-01,2024-07-01,2024-06-30
TXN2048,ORD4836,C1,R270,290.14,2024-09-22,2024-09-23,2024-09-23,2024-09-22
TXN2049,ORD3858,C2,R84,286.14,2024-09-26,2024-09-29,2024-09-29,2024-09-26
TXN2050,ORD7112,C4,R133,86.57,2024-05-18,2024-05-20,2024-05-20,2024-05-19
TXN2051,ORD3834,C3,R139,110.48,2024-10-07,2024-10-09,2024-10-09,2024-10-08
TXN2052,ORD6840,C2,R161,163.79,2024-03-27,2024-03-29,2024-03-29,2024-03-28
TXN2053,ORD6582,C4,R186,60.76,2024-02-15,2024-02-17,2024-02-17,2024-02-14
TXN2054,ORD7558,C1,R210,253.54,2024-05-01,2024-05-03,2024-05-03,2024-05-01
TXN2055,ORD7521,C2,R187,48.41,2024-06-20,2024-06-25,2024-06-25,2024-06-24
TXN2056,ORD6503,C2,R40,254.17,2024-04-17,2024-04-22,2024-04-22,2024-04-19
TXN2057,ORD3310,C3,R192,234.32,2024-09-06,2024-09-07,2024-09-07,2024-09-04
TXN2058,ORD0641,C1,R250,252.75,2024-01-08,2024-01-13,2024-01-13,2024-01-10
TXN2059,ORD4051,C4,R54,149.37,2024-08-03,2024-08-08,2024-08-08,2024-08-06
TXN2060,ORD0861,C5,R233,259.29,2024-10-20,2024-10-23,2024-10-23,2024-10-22
TXN2061,ORD9458,C3,R239,201.58,2024-04-30,2024-05-05,2024-05-05,2024-05-04
TXN2062,ORD9684,C6,R134,140.67,2024-10-26,2024-10-27,2024-10-27,2024-10-24
TXN2063,ORD3536,C5,R38,106.49,2024-01-13,2024-01-15,2024-01-15,2024-01-12
TXN2064,ORD8317,C4,R8,116.61,2024-04-11,2024-04-13,2024-04-13,2024-04-10
TXN2065,ORD5623,C5,R106,262.78,2024-10-15,2024-10-18,2024-10-18,2024-10-15
TXN2066,ORD4699,C6,R124,68.2,2024-04-01,2024-04-06,2024-04-06,2024-04-05
TXN2067,ORD0119,C3,R250,107.57,2024-05-07,2024-05-12,2024-05-12,2024-05-10
TXN2068,ORD6284,C2,R226,180.3,2024-08-10,2024-08-13,2024-08-13,2024-08-11
TXN2069,ORD6504,C1,R32,243.92,2024-02-08,2024-02-09,2024-02-09,2024-02-06
TXN2070,ORD6306,C6,R285,243.5,2024-10-30,2024-11-04,2024-11-04,2024-11-03
TXN2071,ORD7481,C3,R157,160.93,2024-04-04,2024-04-07,2024-04-07,2024-04-06
TXN2072,ORD6799,C3,R75,113.24,2024-08-14,2024-08-18,2024-08-18,2024-08-15
TXN2073,ORD8057,C5,R159,49.54,2024-06-25,2024-06-30,2024-06-30,2024-06-27
TXN2074,ORD1793,C3,R176,57.27,2024-03-25,2024-03-28,2024-03-28,2024-03-26
TXN2075,ORD1981,C3,R215,212.72,2024-02-22,2024-02-23,2024-02-23,2024-02-21
TXN2076,ORD6570,C2,R121,113.77,2024-09-02,2024-09-06,2024-09-06,2024-09-03
TXN2077,ORD5572,C1,R265,186.81,2024-10-15,2024-10-18,2024-10-18,2024-10-15
TXN2078,ORD6155,C1,R11,26.63,2024-03-04,2024-03-06,2024-03-06,2024-03-04
TXN2079,ORD0921,C5,R5,46.17,2024-04-27,2024-05-02,2024-05-02,2024-05-01
TXN2080,ORD2964,C6,R249,234.86,2024-01-09,2024-01-14,2024-01-14,2024-01-13
TXN2081,ORD7621,C1,R154,198.21,2024-11-11,2024-11-13,2024-11-13,2024-11-10
TXN2082,ORD3492,C3,R25,171.07,2024-08-19,2024-08-23,2024-08-23,2024-08-21
TXN2083,ORD8971,C6,R134,203.15,2024-09-20,2024-09-23,2024-09-23,2024-09-20
TXN2084,ORD1499,C6,R229,12.41,2024-06-07,2024-06-12,2024-06-12,2024-06-10
TXN2085,ORD5086,C4,R10,129.99,2024-06-29,2024-06-30,2024-06-30,2024-06-27
TXN2086,ORD4932,C3,R215,15.47,2024-10-01,2024-10-06,2024-10-06,2024-10-05
TXN2087,ORD9178,C1,R273,148.02,2024-01-08,2024-01-12,2024-01-12,2024-01-09
TXN2088,ORD7080,C3,R263,138.59,2024-05-06,2024-05-08,2024-05-08,2024-05-06
TXN2089,ORD4876,C6,R128,203.14,2024-07-15,2024-07-16,2024-07-16,2024-07-15
TXN2090,ORD4378,C2,R171,235.34,2024-10-21,2024-10-24,2024-10-24,2024-10-23
TXN2091,ORD5590,C5,R6,105.36,2024-03-27,2024-04-01,2024-04-01,2024-03-29
TXN2092,ORD5149,C2,R157,240.71,2024-10-24,2024-10-29,2024-10-29,2024-10-28
TXN2093,ORD3631,C5,R271,91.02,2024-02-10,2024-02-15,2024-02-15,2024-02-14
TXN2094,ORD1139,C3,R49,45.17,2024-06-26,2024-06-29,2024-06-29,2024-06-26
TXN2095,ORD8181,C5,R252,243.47,2024-03-05,2024-03-10,2024-03-10,2024-03-07
TXN2096,ORD3776,C2,R96,213.61,2024-09-19,2024-09-22,2024-09-22,2024-09-20
TXN2097,ORD4053,C1,R101,169.93,2024-05-14,2024-05-15,2024-05-15,2024-05-14
TXN2098,ORD7367,C2,R139,157.96,2024-10-27,2024-11-01,2024-11-01,2024-10-31
TXN2099,ORD6903,C5,R224,235.53,2024-03-31,2024-04-03,2024-04-03,2024-03-31
TXN2100,ORD0120,C5,R49,173.79,2024-09-22,2024-09-26,2024-09-26,2024-09-25
TXN2101,ORD1784,C5,R29,117.89,2024-03-17,2024-03-22,2024-03-22,2024-03-19
TXN2102,ORD5243,C5,R214,74.19,2024-01-01,2024-01-04,2024-01-04,2024-01-01
TXN2103,ORD4178,C2,R15,47.07,2024-01-29,2024-01-31,2024-01-31,2024-01-29
TXN2104,ORD0058,C5,R142,291.3,2024-10-03,2024-10-08,2024-10-08,2024-10-07
TXN2105,ORD6389,C1,R106,231.39,2024-03-21,2024-03-24,2024-03-24,2024-03-22
TXN2106,ORD3319,C1,R300,271.32,2024-09-23,2024-09-28,2024-09-28,2024-09-25
TXN2107,ORD7684,C4,R78,112.11,2024-06-02,2024-06-07,2024-06-07,2024-06-06
TXN2108,ORD2465,C5,R207,178.91,2024-02-10,2024-02-13,2024-02-13,2024-02-10
TXN2109,ORD9464,C1,R106,287.01,2024-01-25,2024-01-30,2024-01-30,2024-01-28
TXN2110,ORD4330,C3,R285,271.85,2024-04-20,2024-04-23,2024-04-23,2024-04-20
TXN2111,ORD8868,C6,R190,192.5,2024-08-06,2024-08-11,2024-08-11,2024-08-08
TXN2112,ORD1225,C2,R40,47.78,2024-04-13,2024-04-15,2024-04-15,2024-04-14
TXN2113,ORD6780,C3,R143,149.18,2024-06-22,2024-06-27,2024-06-27,2024-06-26
TXN2114,ORD3379,C6,R74,151.36,2024-05-03,2024-05-08,2024-05-08,2024-05-06
TXN2115,ORD6227,C1,R275,126.41,2024-11-19,2024-11-20,2024-11-20,2024-11-19
TXN2116,ORD9266,C2,R11,289.23,2024-07-01,2024-07-06,2024-07-06,2024-07-05
TXN2117,ORD7914,C1,R69,204.8,2024-06-20,2024-06-23,2024-06-23,2024-06-20
TXN2118,ORD8126,C1,R42,90.94,2024-01-14,2024-01-15,2024-01-15,2024-01-12
TXN2119,ORD8536,C2,R131,89.61,2024-06-30,2024-07-04,2024-07-04,2024-07-03
TXN2120,ORD2907,C5,R92,176.81,2024-04-13,2024-04-14,2024-04-14,2024-04-11
TXN2121,ORD5500,C6,R168,223.38,2024-02-02,2024-02-07,2024-02-07,2024-02-04
TXN2122,ORD1706,C3,R229,98.93,2024-03-01,2024-03-04,2024-03-04,2024-03-01
TXN2123,ORD4390,C6,R160,210.82,2024-08-26,2024-08-31,2024-08-31,2024-08-28
TXN2124,ORD0189,C6,R133,262.12,2024-09-17,2024-09-19,2024-09-19,2024-09-17
TXN2125,ORD2652,C1,R277,11.54,2024-08-17,2024-08-20,2024-08-20,2024-08-18
TXN2126,ORD3169,C2,R187,115.38,2024-09-08,2024-09-13,2024-09-13,2024-09-11
TXN2127,ORD4523,C1,R270,96.99,2024-10-18,2024-10-23,2024-10-23,2024-10-20
TXN2128,ORD9146,C3,R9,15.76,2024-06-19,2024-06-21,2024-06-21,2024-06-18
TXN2129,ORD8487,C5,R267,77.56,2024-01-07,2024-01-08,2024-01-08,2024-01-05
TXN2130,ORD8385,C4,R89,261.42,2024-02-03,2024-02-07,2024-02-07,2024-02-06
TXN2131,ORD1813,C6,R134,298.51,2024-01-17,2024-01-20,2024-01-20,2024-01-17
TXN2132,ORD5206,C3,R155,17.11,2024-06-28,2024-07-01,2024-07-01,2024-06-29
TXN2133,ORD0388,C4,R224,204.14,2024-10-23,2024-10-24,2024-10-24,2024-10-23
TXN2134,ORD6323,C1,R116,242.21,2024-05-26,2024-05-29,2024-05-29,2024-05-27
TXN2135,ORD7742,C2,R16,179.48,2024-09-23,2024-09-26,2024-09-26,2024-09-24
TXN2136,ORD0028,C6,R183,228.82,2024-08-15,2024-08-16,2024-08-16,2024-08-15
TXN2137,ORD9013,C4,R179,33.85,2024-05-06,2024-05-09,2024-05-09,2024-05-07
TXN2138,ORD0981,C2,R280,261.12,2024-06-20,2024-06-22,2024-06-22,2024-06-21
TXN2139,ORD6649,C1,R142,208.16,2024-01-02,2024-01-03,2024-01-03,2024-01-02
TXN2140,ORD8052,C2,R253,57.43,2024-05-04,2024-05-06,2024-05-06,2024-05-04
TXN2141,ORD2038,C6,R36,104.84,2024-02-01,2024-02-02,2024-02-02,2024-01-31
TXN2142,ORD2660,C3,R13,145.85,2024-01-27,2024-01-31,2024-01-31,2024-01-28
TXN2143,ORD0397,C6,R257,103.79,2024-01-05,2024-01-08,2024-01-08,2024-01-06
TXN2144,ORD7028,C6,R109,31.03,2024-05-06,2024-05-09,2024-05-09,2024-05-06
TXN2145,ORD2005,C4,R44,77.78,2024-10-02,2024-10-04,2024-10-04,2024-10-01
TXN2146,ORD7611,C5,R122,196.44,2024-07-13,2024-07-14,2024-07-14,2024-07-13
TXN2147,ORD6774,C2,R257,265.92,2024-03-27,2024-03-30,2024-03-30,2024-03-27
TXN2148,ORD0309,C6,R192,166.66,2024-10-02,2024-10-04,2024-10-04,2024-10-01
TXN2149,ORD3096,C6,R54,177.18,2024-06-03,2024-06-08,2024-06-08,2024-06-06
TXN2150,ORD6846,C3,R53,126.83,2024-02-17,2024-02-20,2024-02-20,2024-02-18
TXN2151,ORD7466,C6,R106,165.09,2024-09-17,2024-09-20,2024-09-20,2024-09-18
TXN2152,ORD9249,C2,R148,131.85,2024-02-17,2024-02-19,2024-02-19,2024-02-16
TXN2153,ORD3943,C4,R33,67.04,2024-11-07,2024-11-09,2024-11-09,2024-11-07
TXN2154,ORD7977,C4,R108,174.25,2024-10-13,2024-10-18,2024-10-18,2024-10-15
TXN2155,ORD7840,C2,R48,173.83,2024-08-30,2024-09-01,2024-09-01,2024-08-31
TXN2156,ORD0586,C4,R236,243.63,2024-01-25,2024-01-29,2024-01-29,2024-01-28
TXN2157,ORD5871,C3,R195,199.68,2024-03-05,2024-03-10,2024-03-10,2024-03-09
TXN2158,ORD6037,C5,R216,54.41,2024-10-09,2024-10-13,2024-10-13,2024-10-10
TXN2159,ORD3304,C4,R170,55.71,2024-08-28,2024-08-31,2024-08-31,2024-08-30
TXN2160,ORD8827,C1,R35,234.47,2024-05-07,2024-05-12,2024-05-12,2024-05-10
TXN2161,ORD7710,C5,R16,192.33,2024-06-28,2024-06-29,2024-06-29,2024-06-28
TXN2162,ORD4398,C4,R271,256.63,2024-04-12,2024-04-17,2024-04-17,2024-04-14
TXN2163,ORD3943,C3,R280,90.25,2024-07-27,2024-08-01,2024-08-01,2024-07-29
TXN2164,ORD5419,C2,R264,190.61,2024-08-09,2024-08-11,2024-08-11,2024-08-09
TXN2165,ORD0849,C3,R219,198.72,2024-01-21,2024-01-24,2024-01-24,2024-01-22
TXN2166,ORD4631,C3,R146,201.58,2024-07-28,2024-08-02,2024-08-02,2024-07-30
TXN2167,ORD1780,C4,R152,256.9,2024-06-14,2024-06-19,2024-06-19,2024-06-17
TXN2168,ORD8241,C1,R235,29.53,2024-08-23,2024-08-26,2024-08-26,2024-08-23
TXN2169,ORD4675,C6,R43,247.61,2024-05-29,2024-06-01,2024-06-01,2024-05-31
TXN2170,ORD0401,C6,R13,155.42,2024-02-04,2024-02-09,2024-02-09,2024-02-07
TXN2171,ORD6711,C3,R151,139.21,2024-06-08,2024-06-10,2024-06-10,2024-06-09
TXN2172,ORD9354,C4,R82,215.44,2024-03-11,2024-03-16,2024-03-16,2024-03-14
TXN2173,ORD5305,C1,R156,132.59,2024-09-20,2024-09-25,2024-09-25,2024-09-22
TXN2174,ORD8528,C4,R143,62.38,2024-06-21,2024-06-22,2024-06-22,2024-06-19
TXN2175,ORD8013,C1,R267,35.97,2024-04-28,2024-05-01,2024-05-01,2024-04-30
TXN2176,ORD3456,C2,R119,191.25,2024-02-19,2024-02-21,2024-02-21,2024-02-20
TXN2177,ORD1392,C5,R100,294.7,2024-06-08,2024-06-11,2024-06-11,2024-06-09
TXN2178,ORD6820,C6,R74,136.4,2024-04-20,2024-04-25,2024-04-25,2024-04-24
TXN2179,ORD2582,C4,R139,263.57,2024-01-30,2024-02-02,2024-02-02,2024-01-31
TXN2180,ORD0257,C1,R163,214.62,2024-11-20,2024-11-23,2024-11-23,2024-11-21
TXN2181,ORD6810,C5,R67,131.37,2024-01-29,2024-01-31,2024-01-31,2024-01-30
TXN2182,ORD8429,C4,R58,268.68,2024-04-08,2024-04-13,2024-04-13,2024-04-11
TXN2183,ORD8186,C5,R103,118.94,2024-03-09,2024-03-12,2024-03-12,2024-03-11
TXN2184,ORD7849,C5,R157,271.2,2024-08-18,2024-08-22,2024-08-22,2024-08-20
TXN2185,ORD8332,C3,R200,276.9,2024-01-09,2024-01-10,2024-01-10,2024-01-08
TXN2186,ORD5074,C5,R88,256.02,2024-05-22,2024-05-25,2024-05-25,2024-05-22
TXN2187,ORD8923,C4,R85,80.95,2024-05-23,2024-05-28,2024-05-28,2024-05-27
TXN2188,ORD4302,C5,R120,237.44,2024-06-22,2024-06-27,2024-06-27,2024-06-26
TXN2189,ORD2776,C4,R23,55.33,2024-10-16,2024-10-18,2024-10-18,2024-10-16
TXN2190,ORD2421,C5,R256,299.57,2024-01-16,2024-01-21,2024-01-21,2024-01-20
TXN2191,ORD5827,C5,R21,47.16,2024-08-13,2024-08-17,2024-08-17,2024-08-16
TXN2192,ORD9587,C5,R55,230.69,2024-06-29,2024-07-02,2024-07-02,2024-07-01
TXN2193,ORD3811,C2,R161,289.39,2024-08-11,2024-08-12,2024-08-12,2024-08-10
TXN2194,ORD2569,C5,R211,196.23,2024-07-18,2024-07-20,2024-07-20,2024-07-18
TXN2195,ORD4280,C1,R114,19.06,2024-10-23,2024-10-28,2024-10-28,2024-10-25
TXN2196,ORD1829,C4,R57,231.26,2024-03-04,2024-03-06,2024-03-06,2024-03-04
TXN2197,ORD3122,C3,R249,166.9,2024-02-28,2024-02-29,2024-02-29,2024-02-28
TXN2198,ORD8547,C3,R51,161.9,2024-03-26,2024-03-27,2024-03-27,2024-03-24
TXN2199,ORD1004,C6,R12,68.6,2024-08-11,2024-08-13,2024-08-13,2024-08-10
TXN2200,ORD4590,C4,R196,265.7,2024-11-17,2024-11-20,2024-11-20,2024-11-19
TXN2201,ORD2675,C5,R14,94.59,2024-04-15,2024-04-19,2024-04-19,2024-04-17
TXN2202,ORD8841,C1,R223,61.67,2024-04-08,2024-04-09,2024-04-09,2024-04-06
TXN2203,ORD1053,C6,R33,276.41,2024-07-24,2024-07-26,2024-07-26,2024-07-24
TXN2204,ORD9873,C3,R150,57.05,2024-01-08,2024-01-11,2024-01-11,2024-01-08
TXN2205,ORD0080,C4,R122,200.52,2024-05-30,2024-06-03,2024-06-03,2024-05-31
TXN2206,ORD8779,C4,R139,289.26,2024-04-22,2024-04-27,2024-04-27,2024-04-25
TXN2207,ORD9016,C2,R300,181.28,2024-07-18,2024-07-19,2024-07-19,2024-07-16
TXN2208,ORD7428,C5,R207,104.99,2024-04-10,2024-04-12,2024-04-12,2024-04-09
TXN2209,ORD0874,C5,R285,92.13,2024-08-31,2024-09-01,2024-09-01,2024-08-29
TXN2210,ORD7331,C1,R300,203.26,2024-04-23,2024-04-24,2024-04-24,2024-04-23
TXN2211,ORD2742,C3,R154,134.62,2024-07-23,2024-07-25,2024-07-25,2024-07-23
TXN2212,ORD0718,C5,R246,156.39,2024-01-12,2024-01-14,2024-01-14,2024-01-11
TXN2213,ORD5225,C2,R47,95.7,2024-07-31,2024-08-05,2024-08-05,2024-08-04
TXN2214,ORD1467,C3,R290,289.69,2024-02-15,2024-02-19,2024-02-19,2024-02-17
TXN2215,ORD0206,C2,R85,72.84,2024-03-21,2024-03-26,2024-03-26,2024-03-23
TXN2216,ORD6923,C3,R48,149.32,2024-03-26,2024-03-29,2024-03-29,2024-03-27
TXN2217,ORD3118,C2,R103,87.91,2024-01-11,2024-01-12,2024-01-12,2024-01-11
TXN2218,ORD1752,C4,R266,184.59,2024-10-04,2024-10-06,2024-10-06,2024-10-05
TXN2219,ORD9255,C2,R285,21.1,2024-07-30,2024-08-02,2024-08-02,2024-07-31
TXN2220,ORD1089,C2,R240,176.21,2024-08-24,2024-08-25,2024-08-25,2024-08-22
TXN2221,ORD7207,C5,R111,78.36,2024-10-27,2024-10-28,2024-10-28,2024-10-26
TXN2222,ORD3936,C2,R79,21.0,2024-01-12,2024-01-17,2024-01-17,2024-01-15
TXN2223,ORD8769,C6,R110,67.85,2024-05-06,2024-05-10,2024-05-10,2024-05-09
TXN2224,ORD9675,C1,R11,169.99,2024-03-18,2024-03-23,2024-03-23,2024-03-22
TXN2225,ORD4001,C4,R108,62.82,2024-03-24,2024-03-29,2024-03-29,2024-03-26
TXN2226,ORD4201,C1,R1,71.05,2024-02-26,2024-03-01,2024-03-01,2024-02-29
TXN2227,ORD9263,C1,R169,287.75,2024-04-17,2024-04-20,2024-04-20,2024-04-17
TXN2228,ORD6276,C5,R127,87.74,2024-02-17,2024-02-19,2024-02-19,2024-02-17
TXN2229,ORD4766,C6,R50,292.87,2024-02-08,2024-02-11,2024-02-11,2024-02-08
TXN2230,ORD3471,C4,R243,217.3,2024-03-07,2024-03-11,2024-03-11,2024-03-10
TXN2231,ORD5975,C3,R228,92.49,2024-05-15,2024-05-20,2024-05-20,2024-05-17
TXN2232,ORD1903,C2,R60,235.52,2024-02-20,2024-02-23,2024-02-23,2024-02-21
TXN2233,ORD9797,C6,R284,293.75,2024-05-03,2024-05-06,2024-05-06,2024-05-03
TXN2234,ORD8710,C3,R185,148.78,2024-08-27,2024-08-30,2024-08-30,2024-08-27
TXN2235,ORD7996,C2,R78,25.58,2024-03-02,2024-03-04,2024-03-04,2024-03-01
TXN2236,ORD4851,C3,R115,148.9,2024-05-24,2024-05-28,2024-05-28,2024-05-26
TXN2237,ORD6086,C5,R109,131.93,2024-04-19,2024-04-20,2024-04-20,2024-04-19
TXN2238,ORD4719,C6,R3,20.64,2024-04-28,2024-04-30,2024-04-30,2024-04-28
TXN2239,ORD2327,C5,R77,275.45,2024-06-12,2024-06-15,2024-06-15,2024-06-14
TXN2240,ORD1328,C1,R196,169.86,2024-02-02,2024-02-07,2024-02-07,2024-02-04
TXN2241,ORD8691,C3,R24,243.93,2024-02-12,2024-02-17,2024-02-17,2024-02-15
TXN2242,ORD3554,C2,R237,209.56,2024-07-07,2024-07-09,2024-07-09,2024-07-07
TXN2243,ORD1102,C6,R136,100.3,2024-11-15,2024-11-17,2024-11-17,2024-11-14
TXN2244,ORD6186,C2,R134,157.95,2024-05-17,2024-05-22,2024-05-22,2024-05-19
TXN2245,ORD8022,C5,R176,48.49,2024-02-17,2024-02-22,2024-02-22,2024-02-19
TXN2246,ORD5388,C4,R265,65.44,2024-01-22,2024-01-27,2024-01-27,2024-01-25
TXN2247,ORD4067,C6,R38,180.58,2024-04-18,2024-04-23,2024-04-23,2024-04-20
TXN2248,ORD6065,C4,R137,124.53,2024-01-26,2024-01-29,2024-01-29,2024-01-28
TXN2249,ORD8695,C6,R143,242.92,2024-09-24,2024-09-25,2024-09-25,2024-09-24
TXN2250,ORD8295,C6,R96,63.58,2024-07-29,2024-08-02,2024-08-02,2024-07-31
TXN2251,ORD3017,C3,R227,123.19,2024-07-07,2024-07-10,2024-07-10,2024-07-08
TXN2252,ORD8087,C2,R203,99.24,2024-10-12,2024-10-13,2024-10-13,2024-10-12
TXN2253,ORD4970,C4,R265,229.99,2024-03-10,2024-03-14,2024-03-14,2024-03-11
TXN2254,ORD7284,C2,R6,58.91,2024-01-23,2024-01-27,2024-01-27,2024-01-25
TXN2255,ORD0052,C6,R120,20.64,2024-01-09,2024-01-11,2024-01-11,2024-01-09
TXN2256,ORD7600,C1,R10,43.97,2024-09-15,2024-09-17,2024-09-17,2024-09-14
TXN2257,ORD0017,C1,R161,66.17,2024-02-11,2024-02-12,2024-02-12,2024-02-10
TXN2258,ORD7423,C4,R187,254.25,2024-03-23,2024-03-26,2024-03-26,2024-03-23
TXN2259,ORD0910,C5,R294,201.5,2024-09-05,2024-09-06,2024-09-06,2024-09-04
TXN2260,ORD6877,C2,R197,114.92,2024-10-11,2024-10-15,2024-10-15,2024-10-12
TXN2261,ORD2411,C2,R251,125.23,2024-10-01,2024-10-05,2024-10-05,2024-10-03
TXN2262,ORD2630,C5,R279,286.77,2024-07-30,2024-08-03,2024-08-03,2024-07-31
TXN2263,ORD4294,C3,R165,199.43,2024-06-20,2024-06-21,2024-06-21,2024-06-19
TXN2264,ORD5560,C4,R205,215.74,2024-11-11,2024-11-13,2024-11-13,2024-11-12
TXN2265,ORD6634,C1,R18,185.26,2024-09-05,2024-09-08,2024-09-08,2024-09-05
TXN2266,ORD1383,C5,R252,139.22,2024-09-03,2024-09-04,2024-09-04,2024-09-03
TXN2267,ORD6887,C4,R178,100.99,2024-02-18,2024-02-20,2024-02-20,2024-02-17
TXN2268,ORD7580,C6,R139,105.97,2024-03-04,2024-03-06,2024-03-06,2024-03-04
TXN2269,ORD3165,C1,R144,87.73,2024-06-13,2024-06-16,2024-06-16,2024-06-14
TXN2270,ORD4031,C5,R135,176.01,2024-03-21,2024-03-24,2024-03-24,2024-03-21
TXN2271,ORD9920,C3,R236,174.22,2024-05-21,2024-05-26,2024-05-26,2024-05-23
TXN2272,ORD8110,C3,R278,199.03,2024-03-10,2024-03-13,2024-03-13,2024-03-10
TXN2273,ORD7767,C3,R142,84.8,2024-01-15,2024-01-19,2024-01-19,2024-01-16
TXN2274,ORD2514,C4,R55,205.17,2024-01-06,2024-01-08,2024-01-08,2024-01-06
TXN2275,ORD1363,C6,R37,149.18,2024-10-15,2024-10-20,2024-10-20,2024-10-18
TXN2276,ORD0401,C3,R190,63.53,2024-06-23,2024-06-27,2024-06-27,2024-06-24
TXN2277,ORD6400,C3,R105,183.4,2024-10-30,2024-11-02,2024-11-02,2024-11-01
TXN2278,ORD2397,C2,R47,192.11,2024-02-12,2024-02-17,2024-02-17,2024-02-14
